,Domain,Cat,SubCat,Prompt,roberta-base
53,religious,judaism,Karaite_Judaism,"Karaite Judaism and Historical Understanding ISBN 1-57003-518-0
Baer,","['Karaite Judaism and Historical Understanding ISBN 1-57003-518-0ĊBaer, London: 1982; London: 1985; also available in several other countries).', 'Karaite Judaism and Historical Understanding ISBN 1-57003-518-0ĊBaer, Michael, ""Holocaust,"" 2003 (self-published, unedited)', 'Karaite Judaism and Historical Understanding ISBN 1-57003-518-0ĊBaer, M., M. G., G. W., Y. F.', 'Karaite Judaism and Historical Understanding ISBN 1-57003-518-0ĊBaer, 1955, 56, 57, 58, 59Millennium, 1959', 'Karaite Judaism and Historical Understanding ISBN 1-57003-518-0ĊBaer, Joseph Pritzker, March 23, 2009. Ph.D.']"
54,religious,judaism,Karaite_Judaism,Karaite Judaism: Introduction to Karaite,"['Karaite Judaism: Introduction to Karaite Rabbis, Their Communities and the Eastern Christian CommunityBy Daniel Hirsch', 'Karaite Judaism: Introduction to Karaite Practices, Theology, and Ethics in Early Modern Judaism (Brown University)', 'Karaite Judaism: Introduction to Karaite Thought (1964âĢĵ67). Introduction to Judaism is discussed in this book.', 'Karaite Judaism: Introduction to Karaite JudaismWatch the videoHow to ask a question and have it answered', 'Karaite Judaism: Introduction to Karaite Judaism, Shabbat, Halacha for Shabbat and Jewish Life']"
55,religious,judaism,Rabbinic_Judaism,"Rabbinic Judaism, also called Rabbinism, Rabbinicism, or","['Rabbinic Judaism, also called Rabbinism, Rabbinicism, or Rabbinism, was developed in 1849 by Alexander Eggleston.', 'Rabbinic Judaism, also called Rabbinism, Rabbinicism, or Kinneret-Rabbalim Rabbinism, has four schools:', 'Rabbinic Judaism, also called Rabbinism, Rabbinicism, or Rabbinism, is the official religion of the Jewish State of Israel.', 'Rabbinic Judaism, also called Rabbinism, Rabbinicism, or rabbinism, is the main religion in Israel. [Footnotes]', 'Rabbinic Judaism, also called Rabbinism, Rabbinicism, or Rabbinism, is the foundation of modern Judaism.Political views Edit']"
56,religious,judaism,Rabbinic_Judaism,"Growing out of Pharisaic Judaism, Rabbinic Judaism","['Growing out of Pharisaic Judaism, Rabbinic Judaism in Swaziland spawned Joachimism, Calvinism, and Zionism', 'Growing out of Pharisaic Judaism, Rabbinic Judaism has five, six, seven, and eight very different schools of thought.', 'Growing out of Pharisaic Judaism, Rabbinic Judaism (Messianism) recognized the importance of the fundamental laws of nature.', 'Growing out of Pharisaic Judaism, Rabbinic Judaism, Kabbalism, Evangelical Judaism, Reform Judaism, and Christianity', 'Growing out of Pharisaic Judaism, Rabbinic Judaism, Hegelianism, Marxism-Leninism, Zionism and the New Left']"
57,religious,judaism,Rabbinic_Judaism,"Rabbinic Judaism contrasts with the Sadducees, Karaite","['Rabbinic Judaism contrasts with the Sadducees, Karaite Sephardic Jews, Ashkenaz Jews, and the Zionists.', 'Rabbinic Judaism contrasts with the Sadducees, Karaite Salafism, Semitic Semitism, and Sephardic Judaism.', 'Rabbinic Judaism contrasts with the Sadducees, Karaite, and Khomeinites, who have historically dominated Modern Orthodox Judaism.', 'Rabbinic Judaism contrasts with the Sadducees, Karaite, Baroque, Sephardic, and Palatine traditions.', 'Rabbinic Judaism contrasts with the Sadducees, Karaite and Semitic Judaism, Judean religious belief, and Christian religious belief.']"
58,religious,judaism,Rabbinic_Judaism,Thus Rabbinic Judaism claims that almost all,"['Thus Rabbinic Judaism claims that almost all men were born sons of God and that their greatest weapon is the sword.', 'Thus Rabbinic Judaism claims that almost all aspects of the Babylonian story had existed before the Muslim conquest of Jerusalem.', 'Thus Rabbinic Judaism claims that almost all cities and towns in Israel have written down the law in their municipal ordinances.', 'Thus Rabbinic Judaism claims that almost all of the Jewish people are children of one authority who are following the Torah.', 'Thus Rabbinic Judaism claims that almost all modern Christians (if not all Jews) are descendants of the ancient Jews.']"
59,religious,judaism,Conservative_Judaism,Conservative Judaism is a Jewish religious movement,"['Conservative Judaism is a Jewish religious movement promoting equality between Christians and Jews, traditional Jewish values, and religious tolerance.', 'Conservative Judaism is a Jewish religious movement that represents a synthesis of Conservative Judaism, Orthodox Judaism and contemporary Christian Zionism.', 'Conservative Judaism is a Jewish religious movement that represents two broad strands:Conservative Judaism represents two strands of Judaism:', 'Conservative Judaism is a Jewish religious movement, which should be recognized as a religion by the World Council of Churches.', 'Conservative Judaism is a Jewish religious movement that emphasizes the truth of the word of God in the lives of individuals.']"
60,religious,judaism,Conservative_Judaism,Conservative Judaism is the third-largest Jewish religious,"['Conservative Judaism is the third-largest Jewish religious group in America, he said. Get more information at Jewish.org.', 'Conservative Judaism is the third-largest Jewish religious sect, and established in North America around the turn of the last century.', 'Conservative Judaism is the third-largest Jewish religious religion in the US, and one of the most influential in American politics.', 'Conservative Judaism is the third-largest Jewish religious group in Australia, with the Australian National Party the largest party in parliament.', 'Conservative Judaism is the third-largest Jewish religious denomination in the US. Conservative Christianity is the second largest after Reform Judaism.']"
61,religious,judaism,Conservative_Judaism,Conservative Judaism regards itself as the authentic,"['Conservative Judaism regards itself as the authentic brotherhood of the Jewish people and is vehemently opposed to the BDS movement.', 'Conservative Judaism regards itself as the authentic religion of the Jewish people that is rooted in the unconditional love of God.', 'Conservative Judaism regards itself as the authentic form of Judaism, and it is the official religion of the Israeli state.', ""Conservative Judaism regards itself as the authentic Jewish representative to America's diverse Jewish community and promotes religious diversity for all."", 'Conservative Judaism regards itself as the authentic voice of Judaism, which speaks to the conscience of the world.Advertisement']"
62,religious,judaism,Conservative_Judaism,The halakhic commitment of Conservative Judaism has,"['The halakhic commitment of Conservative Judaism has been welcomed by many Jewish leaders from all walks of life and faiths.', 'The halakhic commitment of Conservative Judaism has been in conflict with other Jewish communities.Click here to expand.', 'The halakhic commitment of Conservative Judaism has always been affirmed, affirmed, affirmed, affirmed and affirmed by our founders.', 'The halakhic commitment of Conservative Judaism has given rise to growing secularism within the Conservative PartyâĢĻs ranks.', 'The halakhic commitment of Conservative Judaism has been a key factor in the development of political ideas concerning the Jewish state.']"
63,religious,judaism,Conservative_Judaism,Conservative Judaism explicitly acknowledges the principle of,"['Conservative Judaism explicitly acknowledges the principle of a certain degree of tolerance, which was endorsed by the American Jewish Committee:', 'Conservative Judaism explicitly acknowledges the principle of the Sabbath as the foundation of all Jewish thought, doctrine, and practice:', 'Conservative Judaism explicitly acknowledges the principle of evolution and natural selection, but defends the legitimacy of government and religious institutions.', 'Conservative Judaism explicitly acknowledges the principle of human sacrifice and cites the book of Revelation 20:22, which says:', 'Conservative Judaism explicitly acknowledges the principle of the kingdom of Israel, even when it conflicts with traditional Judaism.âĢĿ']"
64,religious,judaism,Conservative_Judaism,The Leadership Council of Conservative Judaism stated,"['The Leadership Council of Conservative Judaism stated at several points in his speech that Stewart does not represent the Jewish community:', 'The Leadership Council of Conservative Judaism stated that most Jews didnâĢĻt contribute to the election of Donald Trump.', 'The Leadership Council of Conservative Judaism stated that it would tell all members in the organization: ""You\'re fired.""', 'The Leadership Council of Conservative Judaism stated, ""We continue to see ourselves as a Jewish people and reject Zionism.""', 'The Leadership Council of Conservative Judaism stated that Rosenzweig should be labeled an ""anti-Semite.""']"
65,religious,judaism,Conservative_Judaism,"The United Synagogue of Conservative Judaism, covering","['The United Synagogue of Conservative Judaism, covering religious groups from America, Europe and Canada, will take place at noon.', 'The United Synagogue of Conservative Judaism, covering areas of its responsibility in Krakow, Poland, Hungary and Romania', 'The United Synagogue of Conservative Judaism, covering Europe, Asia, and Africa, will hold a national conference this spring.', 'The United Synagogue of Conservative Judaism, covering the scene of the attack. Photo by Ted S. Warren/Getty Images', 'The United Synagogue of Conservative Judaism, covering all the branches of Conservative Judaism, espouses the following aims and principles:']"
